month,format,device_type,bid_type,network_id,spend,impressions,clicks,measurable_imps,viewable_imps,engagements,video_start,video_complete,audio_start,audio_complete,CPC,CPM,CTR,CPE,CPCV,Viewability rate,Engagement rate
Nov-2022,display,desktop,cpc,132,301.49367300000006,210918,217,40659,9337,30,0,0,0,0,1.3893717649769588,,0.10288358508994015,,,22.96416537543963,
Nov-2022,display,desktop,cpc,134,282.7612188,50935,178,13155,5931,2,0,0,0,0,1.5885461730337078,,0.3494650044173947,,,45.08551881413911,
Nov-2022,display,desktop,cpc,135,0.4942726499999999,294,0,0,0,0,0,0,0,0,,,0.0,,,,
Nov-2022,display,desktop,cpc,137,1.8417432000000002,10648,1,625,123,0,0,0,0,0,1.8417432000000002,,0.009391435011269723,,,19.68,
Nov-2022,display,desktop,cpc,141,13.657725150000003,4389,9,1018,540,3,0,0,0,0,1.517525016666667,,0.2050580997949419,,,53.045186640471506,
Nov-2022,display,desktop,cpm,20,6384.534245100007,1419965,1007,366573,180908,97,0,0,0,0,,4.496261700182756,0.07091724091790995,,,49.35115243075731,
Nov-2022,display,desktop,cpm,73,33.567608700000015,7180,3,884,655,0,0,0,0,0,,4.675154415041785,0.04178272980501393,,,74.09502262443439,
Nov-2022,display,desktop,cpm,75,1181.4760828499993,371724,2160,84122,33842,141,0,0,0,0,,3.1783691202343656,0.5810762824030732,,,40.22966643684173,
Nov-2022,display,desktop,cpm,85,13081.601537250002,4230812,3527,764254,392399,717,0,0,0,0,,3.0919836516607218,0.08336461180501521,,,51.344055772033904,
Nov-2022,display,desktop,cpm,86,1883.6176496999988,539278,440,72169,32372,13,0,0,0,0,,3.492850903801006,0.08159057109691105,,,44.85582452299464,
Nov-2022,display,desktop,cpm,87,15136.060545899993,4024661,3635,604444,328563,849,0,0,0,0,,3.760828687409944,0.09031816592751539,,,54.357889233742085,
Nov-2022,display,desktop,cpm,94,5625.7190419499975,1624601,1187,218596,100836,54,0,0,0,0,,3.4628312071394745,0.07306409389136163,,,46.12893191092243,
Nov-2022,display,desktop,cpm,95,10124.245093050014,2606423,2272,359270,131527,362,0,0,0,0,,3.8843445952748326,0.08716927375180467,,,36.609513736187274,
Nov-2022,display,desktop,cpm,106,6899.712895950002,1559645,1022,0,0,114,0,0,0,0,,4.423899602762169,0.06552773227240814,,,,
Nov-2022,display,desktop,cpm,109,5604.03656805,1423813,1290,0,0,42,0,0,0,0,,3.935935806211911,0.09060178548727958,,,,
Nov-2022,display,desktop,cpm,116,1497.9648487499999,287335,150,50063,28862,25,0,0,0,0,,5.213304500843962,0.052203873527415734,,,57.65135928729801,
Nov-2022,display,desktop,cpm,119,11874.3937332,2950383,1853,555849,262116,342,0,0,0,0,,4.024695686356653,0.06280540526433348,,,47.155972215475785,
Nov-2022,display,desktop,cpm,120,366.58698885000007,61529,139,16923,12924,5,0,0,0,0,,5.957954604332918,0.2259097336215443,,,76.3694380429002,
Nov-2022,display,desktop,cpm,125,432.42916545000014,98157,88,16321,12124,3,0,0,0,0,,4.405484738225497,0.08965229173670752,,,74.28466392990626,
Nov-2022,display,desktop,cpm,127,31.41561075,5274,42,1158,388,8,0,0,0,0,,5.9566952502844135,0.7963594994311717,,,33.506044905008636,
Nov-2022,display,desktop,cpm,128,6148.8816135000025,1633076,1427,248357,128679,335,0,0,0,0,,3.7652146094241803,0.08738111392243839,,,51.81210918154109,
Nov-2022,display,desktop,cpm,132,13370.554331550016,3092726,2364,559371,186211,340,0,0,0,0,,4.323226283721874,0.076437421226452,,,33.289355365222725,
Nov-2022,display,desktop,cpm,134,2539.9405534500015,613326,2732,162528,81425,16,0,0,0,0,,4.141256939131884,0.4454401085230367,,,50.09905985430203,
Nov-2022,display,desktop,cpm,135,18.59964914999998,4020,2,0,0,0,0,0,0,0,,4.626778395522383,0.04975124378109452,,,,
Nov-2022,display,desktop,cpm,137,1284.5836360500005,352606,96,41379,15798,4,0,0,0,0,,3.643113378813748,0.027225855487427897,,,38.17878634089756,
Nov-2022,display,desktop,cpm,141,203.80106729999997,41878,48,10109,5318,9,0,0,0,0,,4.866542511581259,0.11461865418596878,,,52.606588188742705,
Nov-2022,display,mobile-app,cpc,20,22.788723600000008,9982,18,1098,632,1,0,0,0,0,1.2660402000000004,,0.180324584251653,,,57.5591985428051,
Nov-2022,display,mobile-app,cpc,75,111.28988639999996,20945,89,2571,1651,2,0,0,0,0,1.2504481617977523,,0.42492241585103846,,,64.21625826526643,
Nov-2022,display,mobile-app,cpc,85,147.11240070000002,40598,117,867,747,3,0,0,0,0,1.2573709461538463,,0.28819153652889307,,,86.159169550173,
Nov-2022,display,mobile-app,cpc,86,298.83280665,71975,248,4997,3516,24,0,0,0,0,1.2049709945564517,,0.34456408475164985,,,70.36221733039824,
Nov-2022,display,mobile-app,cpc,87,158.90320455000003,67185,130,498,407,5,0,0,0,0,1.2223323426923078,,0.19349557192825778,,,81.72690763052208,
Nov-2022,display,mobile-app,cpc,94,10.911413549999999,11711,10,392,332,1,0,0,0,0,1.091141355,,0.08538980445734778,,,84.6938775510204,
Nov-2022,display,mobile-app,cpc,95,106.60860450000003,20718,88,1186,568,9,0,0,0,0,1.2114614147727276,,0.4247514238826141,,,47.89207419898819,
Nov-2022,display,mobile-app,cpc,106,362.06870190000024,34690,274,0,0,35,0,0,0,0,1.3214186200729936,,0.7898529835687519,,,,
Nov-2022,display,mobile-app,cpc,116,3.4399807499999997,1357,3,261,161,0,0,0,0,0,1.1466602499999998,,0.2210759027266028,,,61.68582375478927,
Nov-2022,display,mobile-app,cpc,117,1735.0077932999995,517558,1424,110784,106414,48,0,0,0,0,1.2184043492275278,,0.27513824537539755,,,96.05538705950318,
Nov-2022,display,mobile-app,cpc,124,31.7411076,4518,25,88,72,0,0,0,0,0,1.269644304,,0.5533421868083223,,,81.81818181818183,
Nov-2022,display,mobile-app,cpc,127,1.2108771,180,1,23,4,0,0,0,0,0,1.2108771,,0.5555555555555556,,,17.391304347826086,
Nov-2022,display,mobile-app,cpc,128,32.3345178,17196,25,1358,1287,1,0,0,0,0,1.293380712,,0.1453826471272389,,,94.77172312223858,
Nov-2022,display,mobile-app,cpc,132,1.60814775,1635,1,295,268,0,0,0,0,0,1.60814775,,0.06116207951070336,,,90.84745762711864,
Nov-2022,display,mobile-app,cpc,137,1.1093971499999997,524,1,17,9,0,0,0,0,0,1.1093971499999997,,0.19083969465648853,,,52.94117647058824,
Nov-2022,display,mobile-app,cpc,138,36.44729040000001,10761,25,689,557,2,0,0,0,0,1.4578916160000004,,0.23232041631818606,,,80.84179970972424,
Nov-2022,display,mobile-app,cpc,141,260.5675042499999,60500,185,13482,11508,29,0,0,0,0,1.4084729959459454,,0.30578512396694213,,,85.35825545171339,
Nov-2022,display,mobile-app,cpm,20,732.7385418000005,146106,338,17811,11634,52,0,0,0,0,,5.015116023982591,0.23133889094219268,,,65.31918477345461,
Nov-2022,display,mobile-app,cpm,75,814.8596581500005,161332,623,35253,28330,43,0,0,0,0,,5.0508247474152705,0.3861602162001339,,,80.36195501092106,
Nov-2022,display,mobile-app,cpm,85,2643.3306816000004,482595,1276,19956,17463,124,0,0,0,0,,5.477327120256116,0.26440389975030826,,,87.50751653638004,
Nov-2022,display,mobile-app,cpm,86,3084.6278967000003,676658,1811,84559,65625,166,0,0,0,0,,4.558621780426745,0.2676388958676318,,,77.6085336865384,
Nov-2022,display,mobile-app,cpm,87,3341.963850599994,773679,1295,6819,5548,151,0,0,0,0,,4.319574204030346,0.1673820796480194,,,81.36090335826367,
Nov-2022,display,mobile-app,cpm,94,422.7255913499999,92244,128,11792,9457,21,0,0,0,0,,4.582689295238714,0.13876241273145135,,,80.1984396200814,
Nov-2022,display,mobile-app,cpm,95,1726.0251585000012,311710,1137,9227,5117,136,0,0,0,0,,5.53727874787463,0.36476211863591157,,,55.456811531375315,
Nov-2022,display,mobile-app,cpm,106,2423.7527621999975,480160,2412,0,0,687,0,0,0,0,,5.047802320476503,0.5023325558147284,,,,
Nov-2022,display,mobile-app,cpm,109,0.20886374999999988,43,0,0,0,0,0,0,0,0,,4.857296511627903,0.0,,,,
Nov-2022,display,mobile-app,cpm,116,284.3500540500001,52520,77,11457,7537,9,0,0,0,0,,5.414128980388425,0.1466108149276466,,,65.7851095400192,
Nov-2022,display,mobile-app,cpm,117,33553.16206785001,10189734,28274,2505226,2423721,1651,0,0,0,0,,3.2928398393765734,0.277475349209312,,,96.7466009054672,
Nov-2022,display,mobile-app,cpm,124,385.70511719999956,83935,373,4074,3487,21,0,0,0,0,,4.595283459820094,0.4443914934175255,,,85.59155621011291,
Nov-2022,display,mobile-app,cpm,127,0.5024356499999999,96,1,2,2,0,0,0,0,0,,5.2337046874999995,1.0416666666666665,,,100.0,
Nov-2022,display,mobile-app,cpm,128,292.74836805000007,69182,159,10048,9248,25,0,0,0,0,,4.231568443381227,0.2298285681246567,,,92.03821656050955,
Nov-2022,display,mobile-app,cpm,132,95.89126980000005,21100,28,3543,3149,9,0,0,0,0,,4.5446099431279645,0.13270142180094785,,,88.87948066610217,
Nov-2022,display,mobile-app,cpm,137,98.82814605000014,20667,25,736,497,6,0,0,0,0,,4.781929939033248,0.12096579087434074,,,67.52717391304348,
Nov-2022,display,mobile-app,cpm,138,1967.1187417500014,389080,1008,31974,27333,98,0,0,0,0,,5.055820761154522,0.25907268428086766,,,85.48508162882342,
Nov-2022,display,mobile-app,cpm,141,6053.873587499999,1132008,3517,261452,234470,408,0,0,0,0,,5.347907070886424,0.3106868502696094,,,89.67994125116657,
Nov-2022,display,mobile-web,cpc,20,49.36361070000002,65462,34,16455,8987,5,0,0,0,0,1.451870902941177,,0.051938529223060706,,,54.61561835308417,
Nov-2022,display,mobile-web,cpc,73,22.756230749999993,3527,21,679,387,14,0,0,0,0,1.0836300357142854,,0.5954068613552594,,,56.995581737849776,
Nov-2022,display,mobile-web,cpc,75,100.92578235,34943,79,5349,2538,8,0,0,0,0,1.2775415487341772,,0.22608247717711702,,,47.448121144139094,
Nov-2022,display,mobile-web,cpc,85,180.2303431499999,137114,134,17251,8741,26,0,0,0,0,1.3450025608208946,,0.09772889712210278,,,50.66952640426642,
Nov-2022,display,mobile-web,cpc,86,86.1011592,147037,69,7664,2784,2,0,0,0,0,1.2478428869565217,,0.04692696396145188,,,36.32567849686848,
Nov-2022,display,mobile-web,cpc,87,189.8391515999999,138709,140,8358,4120,27,0,0,0,0,1.3559939399999992,,0.10093072547563604,,,49.294089495094525,
Nov-2022,display,mobile-web,cpc,94,163.85532375,149375,131,6841,3479,6,0,0,0,0,1.250803998091603,,0.08769874476987448,,,50.855138137699164,
Nov-2022,display,mobile-web,cpc,95,262.41381315000007,179038,224,10815,3568,25,0,0,0,0,1.171490237276786,,0.12511310448061305,,,32.991215903837265,
Nov-2022,display,mobile-web,cpc,106,104.06952825000003,87795,74,0,0,7,0,0,0,0,1.4063449763513518,,0.08428726009453841,,,,
Nov-2022,display,mobile-web,cpc,109,5.941487850000001,1473,6,0,0,0,0,0,0,0,0.9902479750000001,,0.40733197556008144,,,,
Nov-2022,display,mobile-web,cpc,116,68.21039114999999,80288,47,8403,4473,10,0,0,0,0,1.4512849180851062,,0.05853925866879235,,,53.230988932524106,
Nov-2022,display,mobile-web,cpc,119,1060.1799778499997,150846,956,21930,13982,33,0,0,0,0,1.108974872228033,,0.633758932951487,,,63.75740994072048,
Nov-2022,display,mobile-web,cpc,120,55.48134000000001,7032,41,2038,1119,2,0,0,0,0,1.3532034146341465,,0.5830489192263936,,,54.90677134445535,
Nov-2022,display,mobile-web,cpc,125,6.2904012,6561,4,596,275,0,0,0,0,0,1.5726003,,0.060966316110349035,,,46.14093959731543,
Nov-2022,display,mobile-web,cpc,127,8.70486465,1155,6,80,14,1,0,0,0,0,1.4508107749999999,,0.5194805194805194,,,17.5,
Nov-2022,display,mobile-web,cpc,128,103.85582609999999,52434,82,3258,1430,12,0,0,0,0,1.266534464634146,,0.15638707708738603,,,43.89195825659914,
Nov-2022,display,mobile-web,cpc,132,147.5493417,65293,107,6621,3264,14,0,0,0,0,1.378965810280374,,0.16387667897018057,,,49.29768917082012,
Nov-2022,display,mobile-web,cpc,134,40.726581750000015,16789,23,4544,2487,2,0,0,0,0,1.7707209456521746,,0.13699446065876467,,,54.73151408450704,
Nov-2022,display,mobile-web,cpc,135,41.76207780000002,1164,30,0,0,1,0,0,0,0,1.3920692600000006,,2.5773195876288657,,,,
Nov-2022,display,mobile-web,cpc,137,3.2985315,6373,2,297,69,0,0,0,0,0,1.64926575,,0.03138239447669858,,,23.232323232323232,
Nov-2022,display,mobile-web,cpc,141,12.957465749999997,7892,10,1562,652,1,0,0,0,0,1.2957465749999997,,0.12671059300557527,,,41.74135723431498,
Nov-2022,display,mobile-web,cpm,20,4485.929126099996,941587,693,242209,143331,86,0,0,0,0,,4.7642216025709745,0.07359914697208012,,,59.17657890499527,
Nov-2022,display,mobile-web,cpm,73,280.64614754999997,43500,147,5939,3467,50,0,0,0,0,,6.451635575862068,0.33793103448275863,,,58.37683111634956,
Nov-2022,display,mobile-web,cpm,75,1353.1695791999975,379198,561,84000,52196,93,0,0,0,0,,3.568503998438804,0.14794381826908368,,,62.13809523809524,
Nov-2022,display,mobile-web,cpm,85,6127.393785599992,1551270,1739,251068,124345,344,0,0,0,0,,3.9499208942350412,0.1121016973189709,,,49.52642312042953,
Nov-2022,display,mobile-web,cpm,86,1973.2108713000002,704009,377,69583,28589,27,0,0,0,0,,2.8028205197660827,0.05355045176979272,,,41.08618484399925,
Nov-2022,display,mobile-web,cpm,87,5191.472663399993,1415408,1441,139757,63425,310,0,0,0,0,,3.667827695901106,0.10180810056181681,,,45.382342208261484,
Nov-2022,display,mobile-web,cpm,94,5107.392975450005,1649279,1246,172051,97272,75,0,0,0,0,,3.096742864882173,0.07554816377338218,,,56.5367245758525,
Nov-2022,display,mobile-web,cpm,95,6616.923013349996,1523720,1710,158535,62725,291,0,0,0,0,,4.3426108558987195,0.11222534323891528,,,39.56539565395654,
Nov-2022,display,mobile-web,cpm,106,3863.2095005999977,899280,839,0,0,132,0,0,0,0,,4.295891714037895,0.09329685970999022,,,,
Nov-2022,display,mobile-web,cpm,109,41.48341394999998,9815,10,0,0,1,0,0,0,0,,4.226532241467139,0.10188487009679062,,,,
Nov-2022,display,mobile-web,cpm,116,4958.1085360499965,1009829,725,158980,94586,84,0,0,0,0,,4.909849624094769,0.07179433349606716,,,59.49553402943767,
Nov-2022,display,mobile-web,cpm,119,12442.083898800007,2308187,6450,425900,254651,369,0,0,0,0,,5.390414164363635,0.2794400973577964,,,59.79126555529467,
Nov-2022,display,mobile-web,cpm,120,610.6015685999994,98787,336,28796,16572,26,0,0,0,0,,6.180991108141754,0.3401257250447934,,,57.54965967495485,
Nov-2022,display,mobile-web,cpm,125,238.5737657999998,71529,48,8835,4636,5,0,0,0,0,,3.3353432286205567,0.06710564945686365,,,52.473118279569896,
Nov-2022,display,mobile-web,cpm,127,8.425071749999999,1736,31,297,86,5,0,0,0,0,,4.853151929723501,1.7857142857142856,,,28.95622895622896,
Nov-2022,display,mobile-web,cpm,128,2678.340555149997,559800,796,52015,25673,142,0,0,0,0,,4.78445972695605,0.14219364058592354,,,49.356916274151686,
Nov-2022,display,mobile-web,cpm,132,4388.8720478999985,782892,1196,86543,44515,161,0,0,0,0,,5.6059738097975185,0.15276692059696612,,,51.43685797811492,
Nov-2022,display,mobile-web,cpm,134,885.1303597499991,177330,210,46049,21652,22,0,0,0,0,,4.991430439012007,0.11842327863305702,,,47.019479250363744,
Nov-2022,display,mobile-web,cpm,135,31.921879200000017,6536,142,0,0,11,0,0,0,0,,4.884008445532439,2.172582619339045,,,,
Nov-2022,display,mobile-web,cpm,137,769.8459820499999,159698,85,13340,5311,7,0,0,0,0,,4.820636338902177,0.05322546306152864,,,39.81259370314842,
Nov-2022,display,mobile-web,cpm,141,315.1777567500003,70513,96,13617,5649,24,0,0,0,0,,4.469782263554242,0.13614510799427054,,,41.484908570169644,
Nov-2022,display,tablet-app,cpc,20,24.57660569999999,7785,21,56,39,1,0,0,0,0,1.1703145571428568,,0.2697495183044316,,,69.64285714285714,
Nov-2022,display,tablet-app,cpc,75,3.2449534499999997,626,2,18,14,0,0,0,0,0,1.6224767249999998,,0.3194888178913738,,,77.77777777777779,
Nov-2022,display,tablet-app,cpc,85,265.4633649000001,35892,200,2973,1859,10,0,0,0,0,1.3273168245000004,,0.5572272372673577,,,62.52943155062227,
Nov-2022,display,tablet-app,cpc,86,79.60915185,20575,61,2098,1702,12,0,0,0,0,1.3050680631147542,,0.29647630619684084,,,81.12488083889419,
Nov-2022,display,tablet-app,cpc,87,369.0744931499999,83150,269,944,912,15,0,0,0,0,1.372024138104089,,0.32351172579675286,,,96.61016949152543,
Nov-2022,display,tablet-app,cpc,94,13.044691349999999,2787,12,429,413,1,0,0,0,0,1.0870576125,,0.4305705059203444,,,96.27039627039628,
Nov-2022,display,tablet-app,cpc,95,897.54648615,174999,723,3292,2782,51,0,0,0,0,1.2414197595435683,,0.4131452179726741,,,84.50789793438639,
Nov-2022,display,tablet-app,cpc,106,2.10938865,302,2,0,0,1,0,0,0,0,1.054694325,,0.6622516556291391,,,,
Nov-2022,display,tablet-app,cpc,116,0.9519829499999999,493,1,92,62,0,0,0,0,0,0.9519829499999999,,0.2028397565922921,,,67.3913043478261,
Nov-2022,display,tablet-app,cpc,117,1050.2441932500005,266805,858,63074,47811,43,0,0,0,0,1.224060831293707,,0.32158317872603587,,,75.80143957890732,
Nov-2022,display,tablet-app,cpc,124,3.6486981,1058,3,39,34,0,0,0,0,0,1.2162327,,0.28355387523629494,,,87.17948717948718,
Nov-2022,display,tablet-app,cpc,127,0.08351565,6,0,0,0,0,0,0,0,0,,,0.0,,,,
Nov-2022,display,tablet-app,cpc,128,61.3716357,22048,49,2238,1920,3,0,0,0,0,1.2524823612244897,,0.2222423802612482,,,85.79088471849866,
Nov-2022,display,tablet-app,cpc,137,0.9960103499999997,106,1,2,1,0,0,0,0,0,0.9960103499999997,,0.9433962264150944,,,50.0,
Nov-2022,display,tablet-app,cpc,138,353.97321915,52836,234,4791,4622,41,0,0,0,0,1.5127060647435897,,0.44287985464456053,,,96.47255270298476,
Nov-2022,display,tablet-app,cpc,141,164.1021604499999,39432,132,9329,7812,21,0,0,0,0,1.243198185227272,,0.33475349969567864,,,83.73887876514095,
Nov-2022,display,tablet-app,cpm,20,417.4957047000003,97728,253,1673,1135,47,0,0,0,0,,4.272017279592341,0.25888179436804193,,,67.84219964136282,
Nov-2022,display,tablet-app,cpm,75,18.266733449999997,3493,17,347,282,4,0,0,0,0,,5.229525751503005,0.4866876610363584,,,81.26801152737752,
Nov-2022,display,tablet-app,cpm,85,1952.7448925999995,347607,1407,37928,26233,170,0,0,0,0,,5.617680002416521,0.40476745289939503,,,69.16526049356676,
Nov-2022,display,tablet-app,cpm,86,1167.1691854500007,224427,779,29589,27182,128,0,0,0,0,,5.200662956997156,0.3471061859758407,,,91.86522018317618,
Nov-2022,display,tablet-app,cpm,87,3080.79887775,627088,2618,9839,9625,293,0,0,0,0,,4.912865303992422,0.4174852652259332,,,97.8249822136396,
Nov-2022,display,tablet-app,cpm,94,138.35463345000008,34811,77,6969,6495,19,0,0,0,0,,3.9744515655970836,0.22119445003016286,,,93.19845027981059,
Nov-2022,display,tablet-app,cpm,95,8525.746513200003,1531584,6627,49694,44362,849,0,0,0,0,,5.566620252757931,0.43268929422088503,,,89.2703344468145,
Nov-2022,display,tablet-app,cpm,106,11.705764349999997,2474,37,0,0,16,0,0,0,0,,4.731513480194017,1.4955537590945838,,,,
Nov-2022,display,tablet-app,cpm,109,0.06943319999999999,13,0,0,0,0,0,0,0,0,,5.341015384615384,0.0,,,,
Nov-2022,display,tablet-app,cpm,116,67.46477084999998,13435,30,3201,2130,9,0,0,0,0,,5.021568355042797,0.22329735764793449,,,66.54170571696345,
Nov-2022,display,tablet-app,cpm,117,11280.857530950001,2992083,10455,708033,579872,771,0,0,0,0,,3.7702354951216264,0.3494221249878429,,,81.8990075321348,
Nov-2022,display,tablet-app,cpm,124,128.5082106000001,31034,84,1726,1586,17,0,0,0,0,,4.14088453309274,0.2706708771025327,,,91.88876013904984,
Nov-2022,display,tablet-app,cpm,127,0.01388985,3,0,0,0,0,0,0,0,0,,4.62995,0.0,,,,
Nov-2022,display,tablet-app,cpm,128,941.1518095500003,264663,704,16218,13026,122,0,0,0,0,,3.556038469865453,0.2659986473364241,,,80.31816500184979,
Nov-2022,display,tablet-app,cpm,132,1.81159725,354,0,92,79,0,0,0,0,0,,5.117506355932203,0.0,,,85.86956521739131,
Nov-2022,display,tablet-app,cpm,137,13.813639049999994,3085,15,334,317,2,0,0,0,0,,4.477678784440841,0.48622366288492713,,,94.91017964071857,
Nov-2022,display,tablet-app,cpm,138,2146.802958149998,446569,1814,45315,42728,280,0,0,0,0,,4.807326433653025,0.4062082231413287,,,94.29107359593954,
Nov-2022,display,tablet-app,cpm,141,2873.298648450001,577614,2116,135989,112659,296,0,0,0,0,,4.974426950264365,0.36633461100319586,,,82.84420063387479,
Nov-2022,display,tablet-web,cpc,20,2.2317636,4961,1,1006,532,0,0,0,0,0,2.2317636,,0.020157226365652085,,,52.88270377733598,
Nov-2022,display,tablet-web,cpc,75,7.318923300000001,3946,7,656,303,1,0,0,0,0,1.0455604714285716,,0.1773948302078054,,,46.1890243902439,
Nov-2022,display,tablet-web,cpc,85,20.696100899999994,15101,16,1679,911,5,0,0,0,0,1.2935063062499996,,0.10595324812926296,,,54.258487194758786,
Nov-2022,display,tablet-web,cpc,86,11.2386927,18744,8,751,318,1,0,0,0,0,1.4048365875,,0.04268032437046522,,,42.34354194407457,
Nov-2022,display,tablet-web,cpc,87,9.7635864,7917,10,444,254,5,0,0,0,0,0.9763586399999999,,0.12631047113805735,,,57.20720720720721,
Nov-2022,display,tablet-web,cpc,94,19.0259997,24849,14,958,535,1,0,0,0,0,1.3589999785714286,,0.05634029538412009,,,55.84551148225469,
Nov-2022,display,tablet-web,cpc,95,30.31371825,24212,25,1070,513,3,0,0,0,0,1.21254873,,0.10325458450355196,,,47.943925233644855,
Nov-2022,display,tablet-web,cpc,106,18.3407115,11302,13,0,0,1,0,0,0,0,1.4108239615384617,,0.11502388957706601,,,,
Nov-2022,display,tablet-web,cpc,109,0.44999999999999996,295,0,0,0,0,0,0,0,0,,,0.0,,,,
Nov-2022,display,tablet-web,cpc,116,2.60195805,4935,2,428,230,0,0,0,0,0,1.300979025,,0.04052684903748733,,,53.73831775700935,
Nov-2022,display,tablet-web,cpc,119,16.105517100000007,8435,12,1085,723,3,0,0,0,0,1.3421264250000007,,0.14226437462951985,,,66.63594470046083,
Nov-2022,display,tablet-web,cpc,120,0.15499559999999998,158,0,42,33,0,0,0,0,0,,,0.0,,,78.57142857142857,
Nov-2022,display,tablet-web,cpc,125,1.60969605,1012,1,74,55,0,0,0,0,0,1.60969605,,0.09881422924901186,,,74.32432432432432,
Nov-2022,display,tablet-web,cpc,128,2.4110568,1233,2,100,54,1,0,0,0,0,1.2055284,,0.16220600162206003,,,54.0,
Nov-2022,display,tablet-web,cpc,132,3.6896263499999997,1797,3,194,96,0,0,0,0,0,1.22987545,,0.1669449081803005,,,49.48453608247423,
Nov-2022,display,tablet-web,cpc,134,0.49364984999999995,454,0,110,67,0,0,0,0,0,,,0.0,,,60.909090909090914,
Nov-2022,display,tablet-web,cpc,135,7.405136999999998,238,5,0,0,0,0,0,0,0,1.4810273999999997,,2.100840336134454,,,,
Nov-2022,display,tablet-web,cpc,141,0.8198600999999999,1322,1,252,116,0,0,0,0,0,0.8198600999999999,,0.07564296520423601,,,46.03174603174603,
Nov-2022,display,tablet-web,cpm,20,341.25778844999985,92172,49,20021,11767,11,0,0,0,0,,3.702401905676343,0.053161480709977,,,58.773288047550075,
Nov-2022,display,tablet-web,cpm,73,0.004041599999999999,1,0,0,0,0,0,0,0,0,,4.041599999999999,0.0,,,,
Nov-2022,display,tablet-web,cpm,75,97.95938100000004,30564,58,5151,2580,11,0,0,0,0,,3.2050576168040843,0.1897657374689177,,,50.0873616773442,
Nov-2022,display,tablet-web,cpm,85,570.9633208499995,178928,178,33180,18165,52,0,0,0,0,,3.1910227625078216,0.09948135562907985,,,54.74683544303798,
Nov-2022,display,tablet-web,cpm,86,176.0019991499999,70167,52,6089,2866,4,0,0,0,0,,2.5083301145837775,0.0741089115966195,,,47.068484151749054,
Nov-2022,display,tablet-web,cpm,87,271.3645524000002,89671,60,9183,5461,16,0,0,0,0,,3.026224224108131,0.06691126451138049,,,59.468583251660675,
Nov-2022,display,tablet-web,cpm,94,681.8611012499995,231641,162,25045,15605,19,0,0,0,0,,2.9436114558735262,0.06993580583748128,,,62.30784587742064,
Nov-2022,display,tablet-web,cpm,95,721.6465933499989,202527,217,18431,9620,42,0,0,0,0,,3.5632117858359567,0.10714620766613835,,,52.19467201996636,
Nov-2022,display,tablet-web,cpm,106,388.06039634999945,93374,101,0,0,19,0,0,0,0,,4.155979141409808,0.10816715573928502,,,,
Nov-2022,display,tablet-web,cpm,109,27.781804350000016,6847,5,0,0,1,0,0,0,0,,4.057514875127795,0.0730246823426318,,,,
